side,claim,gtin,gtin_group_size,gtin_group_brands,claim_share_in_group,gtin_check_independent,title_corroborates,title_check_independent,corpus_support,generic_token_fraction,is_generic_category_word,status,role,sku_id
target,Icee,898806002607,3,Iceex3,1.0,False,True,False,38,0.000488669840693632,False,derived_only_not_independently_checkable,target,198319640
source,Albi,,0,,0.0,True,False,True,115,0.0006143277997291373,False,unverified_no_independent_evidence,source,447226739
target,Meneau,3274490970595,3,Meneaux3,1.0,False,True,False,181,0.00015358194993228433,False,derived_only_not_independently_checkable,target,447226739
source,Sir Up,,0,,0.0,True,False,True,51,1.3961995448389483e-05,False,unverified_no_independent_evidence,source,403080380
target,Almdudler,9015160105930,1,Almdudlerx1,1.0,False,True,False,40,0.0005584798179355794,False,derived_only_not_independently_checkable,target,403080380
source,ESN,,0,,0.0,True,True,True,82,0.000837719726903369,False,confirmed_by_title_only,source,302147372
target,ESN,4250519605821,5,ESNx5,1.0,False,True,False,82,0.000837719726903369,False,derived_only_not_independently_checkable,target,302147372
source,Günbak,,0,,0.0,True,False,True,144,5.5847981793557934e-05,False,unverified_no_independent_evidence,source,810191846
target,Bleichhof,4260447590793,1,Bleichhofx1,1.0,False,True,False,62,0.0007120617678678636,False,derived_only_not_independently_checkable,target,810191846
source,Radnor,,0,,0.0,True,True,True,100,0.0012845035812518325,False,confirmed_by_title_only,source,859341013
target,Rainbow,6415718072104,2,Rainbowx2,1.0,False,True,False,160,0.0024154252125713808,False,derived_only_not_independently_checkable,target,859341013
source,Pip Organic,,0,,0.0,True,True,True,63,0.0008796057132485375,False,confirmed_by_title_only,source,251659448
target,4Bro,4260667060083,4,4Brox4,1.0,False,True,False,86,0.0007120617678678636,False,derived_only_not_independently_checkable,target,251659448
source,Strathmore,,0,,0.0,True,True,True,47,0.0006562137860743057,False,confirmed_by_title_only,source,6652397
target,Strathmore,5000382041863,2,Strathmorex2,1.0,False,True,False,47,0.0006562137860743057,False,derived_only_not_independently_checkable,target,6652397
source,A&W,,0,,0.0,True,False,True,62,1.0,False,unverified_no_independent_evidence,source,68130594
target,Peapod,688267001352,2,Peapodx2,1.0,False,True,False,180,0.002359577230777823,False,derived_only_not_independently_checkable,target,68130594
source,Peace Tea,67000006647,5,Peace Teax5,1.0,True,False,True,232,0.0026946651215391704,False,confirmed_by_co_listings,source,967135454
target,Seven Teas,855103006080,4,Seven Teasx4,1.0,False,True,False,45,0.0007539477542130321,False,derived_only_not_independently_checkable,target,967135454
source,Fruit Fast,,0,,0.0,True,True,True,28,0.0037278527847199924,False,confirmed_by_title_only,source,614255170
target,Frutti,8690723581201,1,Fruttix1,1.0,False,True,False,33,0.0007958337405582006,False,derived_only_not_independently_checkable,target,614255170
source,Natural Brew,,0,,0.0,True,True,True,21,0.025131591807101072,True,generic_category_word,source,190436079
target,Starbucks Frappuccino Vanilla,804090204825,1,Starbucks Frappuccino Vanillax1,1.0,False,True,False,72,0.0010052636722840428,False,derived_only_not_independently_checkable,target,190436079
source,Içim,,0,,0.0,True,False,True,48,0.00011169596358711587,False,unverified_no_independent_evidence,source,880107624
target,Friesche,8712800100942,2,Frieschex2,1.0,False,True,False,36,2.7923990896778967e-05,False,derived_only_not_independently_checkable,target,880107624
source,Aurica,,0,,0.0,True,False,True,59,0.00019546793627745276,False,unverified_no_independent_evidence,source,173405062
target,Bio Techusa,5999076233250,2,Bio Techusax2,1.0,False,True,False,74,0.00020942993172584225,False,derived_only_not_independently_checkable,target,173405062
source,Stift,,0,,0.0,True,False,True,26,0.0,False,unverified_no_independent_evidence,source,81054050
target,Rheinfels Quelle,4101130002912,1,Rheinfels Quellex1,1.0,False,True,False,51,0.0,False,derived_only_not_independently_checkable,target,81054050
source,Skinny Mixes,,0,,0.0,True,False,True,25,0.0003211258953129581,False,unverified_no_independent_evidence,source,201466507
target,Nu Naturals,739223006260,3,Nu Naturalsx3,1.0,False,True,False,16,0.00022339192717423174,False,derived_only_not_independently_checkable,target,201466507
source,Moulin de Valdonne,,0,,0.0,True,False,True,172,4.1885986345168454e-05,False,unverified_no_independent_evidence,source,199835405
target,Davincii,787776666233,1,Davinciix1,1.0,False,True,False,12,0.0,False,derived_only_not_independently_checkable,target,199835405
source,Bar-le-Duc,8722200954236,3,Bar-le-Ducx3,1.0,True,True,True,103,0.0013124275721486114,False,confirmed_by_co_listings,source,512752621
target,Bar-le-Duc,8722200964969,3,Bar-le-Ducx3,1.0,False,True,False,103,0.0013124275721486114,False,derived_only_not_independently_checkable,target,512752621
source,Qcumber,,0,,0.0,True,True,True,28,0.0003909358725549055,False,confirmed_by_title_only,source,79479983
target,Qcumber,721866642714,1,Qcumberx1,1.0,False,True,False,28,0.0003909358725549055,False,derived_only_not_independently_checkable,target,79479983
source,Bezoya,,0,,0.0,True,False,True,76,0.0010192256677324324,False,unverified_no_independent_evidence,source,81093782
target,Alnavit,42278924,3,Alnavitx3,1.0,False,True,False,86,0.0006422517906259162,False,derived_only_not_independently_checkable,target,81093782
source,Sweetbird,,0,,0.0,True,True,True,50,0.0006282897951775268,False,confirmed_by_title_only,source,278867691
target,George's,810158588004,2,George'sx2,1.0,False,True,False,20,0.0002513159180710107,False,derived_only_not_independently_checkable,target,278867691
source,Dropp,,0,,0.0,True,True,True,16,0.00020942993172584225,False,confirmed_by_title_only,source,829932092
target,Rebbl,710051617606,1,Rebblx1,1.0,False,True,False,42,0.00044678385434846347,False,derived_only_not_independently_checkable,target,829932092
source,Obrilo,,0,,0.0,True,False,True,17,1.3961995448389483e-05,False,unverified_no_independent_evidence,source,422265888
target,ESN,4250519604350,3,ESNx3,1.0,False,True,False,82,0.000837719726903369,False,derived_only_not_independently_checkable,target,422265888
source,JOYBA,,0,,0.0,True,True,True,62,0.000865643717800148,False,confirmed_by_title_only,source,823433189
target,Ralph's,753677049161,1,Ralph'sx1,1.0,False,True,False,24,0.00030716389986456866,False,derived_only_not_independently_checkable,target,823433189
source,Slimpie,8719214811013,1,Slimpiex1,1.0,True,False,True,106,0.00022339192717423174,False,confirmed_by_co_listings,source,76620758
target,Slimpie,8719214810436,2,Slimpiex2,1.0,False,True,False,106,0.00022339192717423174,False,derived_only_not_independently_checkable,target,76620758
source,Faragello,,0,,0.0,True,True,True,1,1.3961995448389483e-05,False,confirmed_by_title_only,source,857532621
target,Alkaline88,853158004037,4,Alkaline88x4,1.0,False,True,False,100,0.0011588456222163272,False,derived_only_not_independently_checkable,target,857532621
source,Folkington's,,0,,0.0,True,True,True,54,0.0005305558270388003,False,confirmed_by_title_only,source,303744852
target,Boston America,690543000027,1,Boston Americax1,1.0,False,True,False,10,1.3961995448389483e-05,False,derived_only_not_independently_checkable,target,303744852
source,Albi,,0,,0.0,True,True,True,115,0.0006143277997291373,False,confirmed_by_title_only,source,49800872
target,Marli,6415130027980,3,Marlix3,1.0,False,True,False,294,0.00378370076651355,False,derived_only_not_independently_checkable,target,49800872
source,Cido,,0,,0.0,True,True,True,1,1.3961995448389483e-05,False,confirmed_by_title_only,source,277195985
target,Eager,5060113200266,1,Eagerx1,1.0,False,True,False,52,0.0006841377769710847,False,derived_only_not_independently_checkable,target,277195985
source,Bärenmarke,,0,,0.0,True,False,True,35,0.0,False,unverified_no_independent_evidence,source,457803667
target,Minor Figures,5060406080155,3,Minor Figuresx3,1.0,False,True,False,48,0.0006003658042807479,False,derived_only_not_independently_checkable,target,457803667
source,Ege Lokman,,0,,0.0,True,False,True,260,0.0005026318361420214,False,unverified_no_independent_evidence,source,386252862
target,4Bro,4260667060908,1,4Brox1,1.0,False,True,False,86,0.0007120617678678636,False,derived_only_not_independently_checkable,target,386252862
source,Collins,31439005489,1,Collinsx1,1.0,True,True,True,28,0.00037697387710651606,False,confirmed_by_co_listings,source,75890437
target,Barsmith,744160230005,3,Barsmithx3,1.0,False,True,False,57,0.0006282897951775268,False,derived_only_not_independently_checkable,target,75890437
source,United Sodas of America,,0,,0.0,True,False,True,18,0.00022339192717423174,False,unverified_no_independent_evidence,source,579536999
target,Bawls,637910117070,4,Bawlsx4,1.0,False,True,False,82,0.0011448836267679376,False,derived_only_not_independently_checkable,target,579536999
source,Active O2,,0,,0.0,True,True,True,77,0.0014380855311841168,False,confirmed_by_title_only,source,133643782
target,Shine Water,860785000486,3,Shine Waterx3,1.0,False,True,False,45,0.0006422517906259162,False,derived_only_not_independently_checkable,target,133643782
source,LIFEWTR,,0,,0.0,True,True,True,125,0.0016195914720131801,False,confirmed_by_title_only,source,173663881
target,ZenWTR,852789008445,3,ZenWTRx3,1.0,False,True,False,65,0.0005584798179355794,False,derived_only_not_independently_checkable,target,173663881
source,Eska,,0,,0.0,True,True,True,98,0.0009494156904904849,False,confirmed_by_title_only,source,841237577
target,Eska,671785201007,2,Eskax2,1.0,False,True,False,98,0.0009494156904904849,False,derived_only_not_independently_checkable,target,841237577
source,Sun Quench,,0,,0.0,True,False,True,30,0.00023735392262262122,False,unverified_no_independent_evidence,source,1046883222
target,DubbelFrisss,8713300075426,1,DubbelFrisssx1,1.0,False,True,False,168,0.0,False,derived_only_not_independently_checkable,target,1046883222
source,Erikli,,0,,0.0,True,False,True,169,2.7923990896778967e-05,False,unverified_no_independent_evidence,source,908430333
target,Erikli,8690793010038,2,Eriklix2,1.0,False,True,False,169,2.7923990896778967e-05,False,derived_only_not_independently_checkable,target,908430333
source,Pip Organic,,0,,0.0,True,True,True,63,0.0008796057132485375,False,confirmed_by_title_only,source,251631676
target,Cevita,7040518520358,1,Cevitax1,1.0,False,True,False,67,0.0008237577314549795,False,derived_only_not_independently_checkable,target,251631676
source,Hochwald,,0,,0.0,True,False,True,15,2.7923990896778967e-05,False,unverified_no_independent_evidence,source,258180626
target,Black Forest,4104760401865,1,Black Forestx1,1.0,False,True,False,31,0.0033089929212683075,False,derived_only_not_independently_checkable,target,258180626
source,Sun-Rype,57961018087,1,Sun-Rypex1,1.0,True,True,True,149,0.0014939335129776747,False,confirmed_by_co_listings,source,123998589
target,Real Ketones,850001988902,1,Real Ketonesx1,1.0,False,True,False,16,0.00019546793627745276,False,derived_only_not_independently_checkable,target,123998589
source,Raptor,,0,,0.0,True,True,True,11,0.00016754394538067381,False,confirmed_by_title_only,source,300591788
target,Raptor,687408968417,1,Raptorx1,1.0,False,True,False,11,0.00016754394538067381,False,derived_only_not_independently_checkable,target,300591788
source,Organic Health,,0,,0.0,True,True,True,62,0.0029320190441617915,False,confirmed_by_title_only,source,961119203
target,Taksi,8720157464884,1,Taksix1,1.0,False,True,False,87,1.3961995448389483e-05,False,derived_only_not_independently_checkable,target,961119203
source,Montellier,56918000434,2,Montellierx2,1.0,True,False,True,83,0.000865643717800148,False,confirmed_by_co_listings,source,755794542
target,Deit,4104450003195,1,Deitx1,1.0,False,True,False,68,0.000921491699593706,False,derived_only_not_independently_checkable,target,755794542
source,Obsesso,,0,,0.0,True,False,True,146,0.0008935677086969269,False,unverified_no_independent_evidence,source,864248362
target,Peet's Coffee,785357017382,1,Peet's Coffeex1,1.0,False,True,False,70,0.0007539477542130321,False,derived_only_not_independently_checkable,target,864248362
source,Plenish,,0,,0.0,True,True,True,30,0.0004188598634516845,False,confirmed_by_title_only,source,150010434
target,Beebad,8056326430139,2,Beebadx2,1.0,False,True,False,30,0.00037697387710651606,False,derived_only_not_independently_checkable,target,150010434
source,Kaiku,,0,,0.0,True,True,True,142,0.0018848693855325804,False,confirmed_by_title_only,source,582506647
target,Kaiku,8432425091219,2,Kaikux2,1.0,False,True,False,142,0.0018848693855325804,False,derived_only_not_independently_checkable,target,582506647
source,Qwell,,0,,0.0,True,True,True,8,0.00011169596358711587,False,confirmed_by_title_only,source,954007980
target,Ramlösa,7310070003027,7,Ramlösax7,1.0,False,False,False,338,0.0,False,derived_only_not_independently_checkable,target,954007980
source,Cactus Cooler,78000011609,2,Cactus Coolerx2,1.0,True,True,True,18,0.000432821858900074,False,confirmed_by_co_listings,source,300302244
target,Mistic,680201880306,1,Misticx1,1.0,False,True,False,30,0.0003909358725549055,False,derived_only_not_independently_checkable,target,300302244
source,Bullit,,0,,0.0,True,True,True,82,0.0008935677086969269,False,confirmed_by_title_only,source,957538171
target,Bragulat,8431108105496,1,Bragulatx1,1.0,False,True,False,10,0.00013961995448389484,False,derived_only_not_independently_checkable,target,957538171
source,Aksu Vital,,0,,0.0,True,True,True,171,0.00022339192717423174,False,confirmed_by_title_only,source,281736812
target,Akmina,8693593310018,2,Akminax2,1.0,False,True,False,35,0.0,False,derived_only_not_independently_checkable,target,281736812
source,Two Bears,,0,,0.0,True,True,True,55,0.0006562137860743057,False,confirmed_by_title_only,source,749914622
target,Two Bears,628504309032,1,Two Bearsx1,1.0,False,True,False,55,0.0006562137860743057,False,derived_only_not_independently_checkable,target,749914622
source,Greenhouse Juice,,0,,0.0,True,True,True,63,0.0011309216313195483,False,confirmed_by_title_only,source,992927700
target,Nielsen-Massey,5015612151571,2,Nielsen-Masseyx2,1.0,False,True,False,2,2.7923990896778967e-05,False,derived_only_not_independently_checkable,target,992927700
source,José Cuervo,,0,,0.0,True,True,True,65,0.0008516817223517586,False,confirmed_by_title_only,source,365953038
target,José Cuervo,811538011167,5,José Cuervox5,1.0,False,False,False,65,0.0008516817223517586,False,derived_only_not_independently_checkable,target,365953038
source,Rougemont,,0,,0.0,True,True,True,41,0.00044678385434846347,False,confirmed_by_title_only,source,841413294
target,Bravo,7310867561013,6,Bravox6,1.0,False,True,False,137,0.0006980997724194742,False,derived_only_not_independently_checkable,target,841413294
source,Ozarka,22592446219,3,Ozarkax3,1.0,True,True,True,196,0.0025550451670552756,False,confirmed_by_co_listings,source,71344157
target,Römerquelle,2020005436367,1,Römerquellex1,1.0,False,False,False,74,0.0,False,derived_only_not_independently_checkable,target,71344157
source,Bigallet,,0,,0.0,True,False,True,32,0.00020942993172584225,False,unverified_no_independent_evidence,source,123810994
target,The Good Guys,6430070650166,2,The Good Guysx2,1.0,False,True,False,38,0.000460745849796853,False,derived_only_not_independently_checkable,target,123810994
source,Organic Health,,0,,0.0,True,True,True,62,0.0029320190441617915,False,confirmed_by_title_only,source,949076136
target,BioToday,8719153003708,1,BioTodayx1,1.0,False,True,False,30,1.3961995448389483e-05,False,derived_only_not_independently_checkable,target,949076136
source,Plein fruit,,0,,0.0,True,False,True,25,0.0,False,unverified_no_independent_evidence,source,95497908
target,Clear American,691338243056,1,Clear Americanx1,1.0,False,True,False,126,0.0019127933764293593,False,derived_only_not_independently_checkable,target,95497908
source,Slush Puppie,5010438021015,2,Slush Puppiex2,1.0,True,False,True,21,0.0002792399089677897,False,confirmed_by_co_listings,source,740115312
target,Blue Keld,5701161712478,3,Blue Keldx3,1.0,False,True,False,37,0.00013961995448389484,False,derived_only_not_independently_checkable,target,740115312
source,Gold Medal,,0,,0.0,True,False,True,13,0.00012565795903550535,False,unverified_no_independent_evidence,source,1041184342
target,Patience Fruit & Co,662166223305,2,Patience Fruit & Cox2,1.0,False,True,False,21,0.00016754394538067381,False,derived_only_not_independently_checkable,target,1041184342
source,Ogeu,3119070910472,3,Ogeux3,1.0,True,False,True,32,0.00030716389986456866,False,confirmed_by_co_listings,source,934520202
target,El Corte Inglés,8433329089876,2,El Corte Inglésx2,1.0,False,False,False,205,0.0008796057132485375,False,derived_only_not_independently_checkable,target,934520202
source,Loop,,0,,0.0,True,False,True,100,0.0009354536950420954,False,unverified_no_independent_evidence,source,163862932
target,God Morgon,7310865074539,1,God Morgonx1,1.0,False,True,False,257,0.0,False,derived_only_not_independently_checkable,target,163862932
source,Niehoffs Vaihinger,,0,,0.0,True,True,True,51,0.0006701757815226953,False,confirmed_by_title_only,source,431789838
target,Wesergold,4100060024346,1,Wesergoldx1,1.0,False,True,False,27,0.00026527791351940017,False,derived_only_not_independently_checkable,target,431789838
source,Fuska,,0,,0.0,True,True,True,32,0.00022339192717423174,False,confirmed_by_title_only,source,833469890
target,Fuska,8680014080735,1,Fuskax1,1.0,False,True,False,32,0.00022339192717423174,False,derived_only_not_independently_checkable,target,833469890
source,Gülşah,,0,,0.0,True,True,True,33,0.00020942993172584225,False,confirmed_by_title_only,source,908708287
target,Poli,882381057275,1,Polix1,1.0,False,True,False,55,0.0,False,derived_only_not_independently_checkable,target,908708287
source,Poli,8694023200565,1,Polix1,1.0,True,False,True,55,0.0,False,confirmed_by_co_listings,source,551621389
target,Poli,8694023200565,1,Polix1,1.0,False,True,False,55,0.0,False,derived_only_not_independently_checkable,target,551621389
source,3D,,0,,0.0,True,False,True,81,0.0010611116540776007,False,unverified_no_independent_evidence,source,382623406
target,nu3,4260593957686,2,nu3x2,1.0,False,True,False,13,0.00016754394538067381,False,derived_only_not_independently_checkable,target,382623406
source,NONAGE,,0,,0.0,True,False,True,2,0.0,False,unverified_no_independent_evidence,source,135425684
target,Achillea,8018161002001,1,Achilleax1,1.0,False,True,False,26,0.00019546793627745276,False,derived_only_not_independently_checkable,target,135425684
source,Well,,0,,0.0,True,True,True,35,0.0010471496586292113,False,confirmed_by_title_only,source,841696724
target,Jif,8717163859568,1,Jifx1,1.0,False,True,False,17,0.00023735392262262122,False,derived_only_not_independently_checkable,target,841696724
source,Farm Boy,,0,,0.0,True,True,True,143,0.0020105273445680857,False,confirmed_by_title_only,source,1033851117
target,Peet's Coffee,785357019331,5,Peet's Coffeex5,1.0,False,True,False,70,0.0007539477542130321,False,derived_only_not_independently_checkable,target,1033851117
source,Daylesford,,0,,0.0,True,True,True,71,0.0009913016768356533,False,confirmed_by_title_only,source,153554995
target,Marli,6415130036739,2,Marlix2,1.0,False,True,False,294,0.00378370076651355,False,derived_only_not_independently_checkable,target,153554995
source,Gülşah,,0,,0.0,True,False,True,33,0.00020942993172584225,False,unverified_no_independent_evidence,source,811911947
target,Thirsti,622356616874,1,Thirstix1,1.0,False,True,False,14,0.00019546793627745276,False,derived_only_not_independently_checkable,target,811911947
source,Splash Blast,,0,,0.0,True,True,True,60,0.0019826033536713065,False,confirmed_by_title_only,source,904530530
target,Selters,4058300156282,1,Seltersx1,1.0,False,True,False,14,0.0,False,derived_only_not_independently_checkable,target,904530530
source,CForce,,0,,0.0,True,True,True,17,0.00015358194993228433,False,confirmed_by_title_only,source,522532861
target,CForce,855891006125,1,CForcex1,1.0,False,True,False,17,0.00015358194993228433,False,derived_only_not_independently_checkable,target,522532861
source,Dr Brown's,,0,,0.0,True,True,True,173,0.0016614774583583486,False,confirmed_by_title_only,source,220210595
target,Krokus,5906732626035,1,Krokusx1,1.0,False,True,False,1,0.0,False,derived_only_not_independently_checkable,target,220210595
source,Teavana,18200260438,3,Teavanax3,1.0,True,True,True,83,0.0009913016768356533,False,confirmed_by_co_listings,source,1032556519
target,Kiju Organic,189727000712,1,Kiju Organicx1,1.0,False,True,False,24,0.0012286555994582746,False,derived_only_not_independently_checkable,target,1032556519
source,Torku,,0,,0.0,True,False,True,37,0.0,False,unverified_no_independent_evidence,source,249993827
target,Vitaorganic,3800500925752,1,Vitaorganicx1,1.0,False,True,False,35,0.0,False,derived_only_not_independently_checkable,target,249993827
source,Cheribundi,,0,,0.0,True,False,True,96,0.0007260237633162532,False,unverified_no_independent_evidence,source,864132099
target,Brämhults,7313619001416,1,Brämhultsx1,1.0,False,False,False,251,0.0014799715175292853,False,derived_only_not_independently_checkable,target,864132099
source,Margaritaville,,0,,0.0,True,True,True,51,0.0006841377769710847,False,confirmed_by_title_only,source,955789718
target,Barsmith,614362707226,1,Barsmithx1,1.0,False,True,False,57,0.0006282897951775268,False,derived_only_not_independently_checkable,target,955789718
source,El Corte Inglés,,0,,0.0,True,False,True,205,0.0008796057132485375,False,unverified_no_independent_evidence,source,53874577
target,Imsdal,7044610874920,3,Imsdalx3,1.0,False,True,False,55,0.0006562137860743057,False,derived_only_not_independently_checkable,target,53874577
source,DubbelFrisss,8713300051505,2,DubbelFrisssx2,1.0,True,False,True,168,0.0,False,confirmed_by_co_listings,source,162881892
target,DubbelFrisss,8713300051505,2,DubbelFrisssx2,1.0,False,True,False,168,0.0,False,derived_only_not_independently_checkable,target,162881892
source,Bad Liebenwerda,,0,,0.0,True,False,True,73,0.0,False,unverified_no_independent_evidence,source,269397226
target,Bad Liebenwerda,4013143110525,1,Bad Liebenwerdax1,1.0,False,True,False,73,0.0,False,derived_only_not_independently_checkable,target,269397226
source,Boost,,0,,0.0,True,True,True,120,0.006199125979084931,False,confirmed_by_title_only,source,929773096
target,Rowdy Energy,850014705008,2,Rowdy Energyx2,1.0,False,True,False,71,0.0011588456222163272,False,derived_only_not_independently_checkable,target,929773096
source,Latitude 65,7350146812153,3,Latitude 65x3,1.0,True,False,True,56,0.00037697387710651606,False,confirmed_by_co_listings,source,1030903041
target,Latitude 65,7350146812153,3,Latitude 65x3,1.0,False,True,False,56,0.00037697387710651606,False,derived_only_not_independently_checkable,target,1030903041
source,No 1 Living,,0,,0.0,True,True,True,25,0.0006841377769710847,False,confirmed_by_title_only,source,1027331954
target,Kist,793674480208,1,Kistx1,1.0,False,True,False,17,0.00022339192717423174,False,derived_only_not_independently_checkable,target,1027331954
source,Ekobryggeriet,7330605001311,1,Ekobryggerietx1,1.0,True,False,True,68,9.773396813872638e-05,False,confirmed_by_co_listings,source,983156110
target,Recoaro,8008720081011,3,Recoarox3,1.0,False,True,False,24,0.0003211258953129581,False,derived_only_not_independently_checkable,target,983156110
source,Marcel,3700749300047,2,Marcelx2,1.0,True,False,True,129,0.0011169596358711587,False,confirmed_by_co_listings,source,432050917
target,Marcel,3700749300016,4,Marcelx4,1.0,False,True,False,129,0.0011169596358711587,False,derived_only_not_independently_checkable,target,432050917
source,Organic Health,,0,,0.0,True,True,True,62,0.0029320190441617915,False,confirmed_by_title_only,source,961432659
target,Obsthof Retter,9005336008103,1,Obsthof Retterx1,1.0,False,True,False,36,5.5847981793557934e-05,False,derived_only_not_independently_checkable,target,961432659
source,Private Selection,,0,,0.0,True,True,True,36,0.00044678385434846347,False,confirmed_by_title_only,source,966822508
target,Bizzy,853204007548,2,Bizzyx2,1.0,False,True,False,38,0.0003909358725549055,False,derived_only_not_independently_checkable,target,966822508
source,Dr. Goerg,,0,,0.0,True,True,True,54,0.0005305558270388003,False,confirmed_by_title_only,source,629159278
target,Dr. Goerg,4260213391630,13,Dr. Goergx13,1.0,False,True,False,54,0.0005305558270388003,False,derived_only_not_independently_checkable,target,629159278
source,Phocus,,0,,0.0,True,True,True,6,8.377197269033691e-05,False,confirmed_by_title_only,source,856492149
target,Machu Picchu,3804078268266,1,Machu Picchux1,1.0,False,True,False,18,0.00016754394538067381,False,derived_only_not_independently_checkable,target,856492149
source,Musselman's,,0,,0.0,True,True,True,14,0.0001815059408290633,False,confirmed_by_title_only,source,20132101
target,Musselman's,6010851994940,1,Musselman'sx1,1.0,False,True,False,14,0.0001815059408290633,False,derived_only_not_independently_checkable,target,20132101
source,Turkey Hill,20735092750,4,Turkey Hillx4,1.0,True,True,True,125,0.0012705415858034431,False,confirmed_by_co_listings,source,902256110
target,Splenda,722776003749,2,Splendax2,1.0,False,True,False,74,0.0009633776859388743,False,derived_only_not_independently_checkable,target,902256110
source,Peace Tea,67000001086,4,Peace Teax4,1.0,True,True,True,232,0.0026946651215391704,False,confirmed_by_co_listings,source,170983248
target,Seven Teas,855103006080,4,Seven Teasx4,1.0,False,True,False,45,0.0007539477542130321,False,derived_only_not_independently_checkable,target,170983248
source,Tang,,0,,0.0,True,True,True,191,0.002736551107884339,False,confirmed_by_title_only,source,72272964
target,L&A,798235701013,1,L&Ax1,1.0,False,False,False,100,1.0,False,derived_only_not_independently_checkable,target,72272964
source,Aqua Pacific,,0,,0.0,True,True,True,52,0.0007260237633162532,False,confirmed_by_title_only,source,251621253
target,Viwa,5999885917396,1,Viwax1,1.0,False,True,False,19,0.00026527791351940017,False,derived_only_not_independently_checkable,target,251621253
source,Organic Health,,0,,0.0,True,True,True,62,0.0029320190441617915,False,confirmed_by_title_only,source,948859879
target,Cevita,7040518520372,2,Cevitax2,1.0,False,True,False,67,0.0008237577314549795,False,derived_only_not_independently_checkable,target,948859879
source,Sade Organik,,0,,0.0,True,False,True,73,0.0,False,unverified_no_independent_evidence,source,282993181
target,Lichtenauer,4013256991950,1,Lichtenauerx1,1.0,False,True,False,31,0.000432821858900074,False,derived_only_not_independently_checkable,target,282993181
source,Organic Health,,0,,0.0,True,True,True,62,0.0029320190441617915,False,confirmed_by_title_only,source,961335205
target,QNT,5404017402751,1,QNTx1,1.0,False,True,False,62,0.0007120617678678636,False,derived_only_not_independently_checkable,target,961335205
source,Publix,,0,,0.0,True,True,True,239,0.0033089929212683075,False,confirmed_by_title_only,source,55769912
target,Splenda,722776003749,2,Splendax2,1.0,False,True,False,74,0.0009633776859388743,False,derived_only_not_independently_checkable,target,55769912
source,Yedigun,,0,,0.0,True,False,True,86,6.980997724194742e-05,False,unverified_no_independent_evidence,source,74513378
target,Flawsome!,5060524790264,3,Flawsome!x3,1.0,False,True,False,17,0.00022339192717423174,False,derived_only_not_independently_checkable,target,74513378
source,Römerquelle,1150070,1,Römerquellex1,1.0,True,False,True,74,0.0,False,confirmed_by_co_listings,source,252460537
target,Römerquelle,90311307,1,Römerquellex1,1.0,False,False,False,74,0.0,False,derived_only_not_independently_checkable,target,252460537
source,Ozarka,,0,,0.0,True,True,True,196,0.0025550451670552756,False,confirmed_by_title_only,source,82414438
target,Loviseberg Råsaft,7350068170065,2,Loviseberg Råsaftx2,1.0,False,False,False,143,0.00012565795903550535,False,derived_only_not_independently_checkable,target,82414438
source,Cemil,,0,,0.0,True,True,True,21,0.00011169596358711587,False,confirmed_by_title_only,source,220913990
target,Cemil,8680050690035,1,Cemilx1,1.0,False,True,False,21,0.00011169596358711587,False,derived_only_not_independently_checkable,target,220913990
source,Mug Root Beer,,0,,0.0,True,False,True,48,0.001326389567597001,False,unverified_no_independent_evidence,source,756811718
target,Mug Root Beer,654690512833,1,Mug Root Beerx1,1.0,False,True,False,48,0.001326389567597001,False,derived_only_not_independently_checkable,target,756811718
source,Moose Juice,,0,,0.0,True,True,True,20,0.0002792399089677897,False,confirmed_by_title_only,source,242872509
target,Moose Juice,634158670480,1,Moose Juicex1,1.0,False,True,False,20,0.0002792399089677897,False,derived_only_not_independently_checkable,target,242872509
source,Big Red,,0,,0.0,True,True,True,118,0.004928584393281488,False,confirmed_by_title_only,source,850975576
target,La Casera,8410283348058,1,La Caserax1,1.0,False,True,False,130,1.3961995448389483e-05,False,derived_only_not_independently_checkable,target,850975576
source,Blue Print,,0,,0.0,True,False,True,17,6.980997724194742e-05,False,unverified_no_independent_evidence,source,1763244
target,Detox Water,854902007021,1,Detox Waterx1,1.0,False,True,False,7,0.0024991971852617177,False,derived_only_not_independently_checkable,target,1763244
source,Thirsty Planet,,0,,0.0,True,True,True,138,0.0025410831716068862,False,confirmed_by_title_only,source,159219108
target,Hampstead Tea,813427000689,5,Hampstead Teax5,1.0,False,True,False,30,0.00040489786800329504,False,derived_only_not_independently_checkable,target,159219108
source,Nestlé,,0,,0.0,True,True,True,19,0.0005026318361420214,False,confirmed_by_title_only,source,483090740
target,Recover 180,615764073544,1,Recover 180x1,1.0,False,True,False,10,0.000432821858900074,False,derived_only_not_independently_checkable,target,483090740
source,Organic Health,,0,,0.0,True,True,True,62,0.0029320190441617915,False,confirmed_by_title_only,source,142466764
target,NatureWorks,850044847686,1,NatureWorksx1,1.0,False,True,False,3,0.0,False,derived_only_not_independently_checkable,target,142466764
source,Odwalla,14054026053,7,Odwallax7,1.0,True,True,True,57,0.0007260237633162532,False,confirmed_by_co_listings,source,10258851
target,Deep RiverRock,5011020104512,1,Deep RiverRockx1,1.0,False,True,False,23,5.5847981793557934e-05,False,derived_only_not_independently_checkable,target,10258851
